index,news_id,pos_words,pos_weights,neg_words,neg_weights
114,159,"[""需要"", ""核实"", ""救助"", ""说法"", ""赔付"", ""具体"", ""保障"", ""的""]","[0.000266, 0.000237, 0.000118, 0.000106, 8.4e-05, 8e-05, 4.7e-05, 3.6e-05]","[""百年一遇"", ""宣传"", ""存在"", ""到位"", ""干旱"", ""不"", ""云南"", ""，"", ""画面"", ""灾害"", ""不足"", ""气象"", ""覆盖"", ""当地政府"", ""频繁"", ""？"", ""遭遇"", ""干旱地区"", ""农业"", ""贵州"", ""活动"", ""不能""]","[-0.000184, -0.000152, -0.000149, -0.000122, -0.000122, -0.000118, -0.000114, -0.000103, -0.0001, -9.3e-05, -8.8e-05, -8.7e-05, -8.7e-05, -8.3e-05, -8.2e-05, -8.2e-05, -7.9e-05, -7.7e-05, -7.1e-05, -6.4e-05, -6.1e-05, -5.7e-05]"
115,925,"[""缺乏"", ""餐饮行业"", ""野生动物"", ""影视作品"", ""都市"", ""，"", ""做法"", ""野味"", ""视频"", ""食用"", ""动物"", ""警惕"", ""正规"", ""均"", ""灵长类"", ""中国"", ""不"", ""违法"", ""存在"", ""保护"", ""活取"", ""太""]","[1.5e-05, 8e-06, 5e-06, 5e-06, 5e-06, 4e-06, 4e-06, 3e-06, 3e-06, 3e-06, 3e-06, 3e-06, 3e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06, 2e-06]","["","", ""实"", ""来源"", ""的"", ""。"", ""或"", ""和"", ""东南亚地区""]","[-6e-06, -3e-06, -3e-06, -2e-06, -2e-06, -2e-06, -1e-06, -1e-06]"
116,1150,"[""计量"", ""和"", ""关于"", ""需"", ""不"", ""确保"", ""与"", ""速度"", ""未见""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""缺乏"", ""说法"", ""电表"", ""证据"", ""国家标准"", ""违法行为"", ""调快"", ""，"", ""检测"", ""生产"", ""被"", ""具体"", ""电力企业"", ""。"", ""发改委"", ""中国"", ""官方"", ""检查"", ""且"", ""通报"", ""国家""]","[-1e-06, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
117,6034,"[""了"", ""频繁"", ""让"", ""要"", ""现在"", ""前"", ""搞"", ""管住"", ""白酒"", ""不吃"", ""还要"", ""仓库"", ""常受"", ""公关""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""观察"", ""需"", ""如"", ""这"", ""考验"", ""经销商"", ""法律"", ""常见于"", ""新闻"", ""后脚"", ""2022"", ""又"", ""2021"", ""不如"", ""处罚"", ""像""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
118,1185,"[""核实"", ""悔过书"", ""具体"", ""。"", ""或"", ""金额"", ""通常"", ""模板"", ""请""]","[1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.0, 0.0]","[""，"", ""曝遭"", ""难以"", ""高晓松"", ""抄袭"", ""事件"", ""娱乐圈"", ""多次"", ""涉及"", ""关注"", ""文采斐然"", ""费在"", ""因酒"", ""此后"", ""但"", ""公众"", ""引发"", ""罕见"", ""公关"", ""年"", ""代笔""]","[-2e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -1e-06, -0.0]"
119,3305,"[""考研"", ""需要"", ""常见"", ""，"", ""是"", ""复习"", ""官方"", ""基础知识"", ""下载"", ""薄弱环节"", ""高效"", ""也"", ""备考"", ""必要"", ""天"", ""真题"", ""前"", ""完成"", ""确实"", ""规定"", ""左右"", ""通常""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""和"", ""。"", ""有助于"", ""重视"", ""反复"", ""与"", ""真实"", ""步骤""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
120,3024,"[""核实"", "","", ""需"", ""分析"", ""《"", ""属于"", ""家人""]","[1e-06, 1e-06, 0.0, 0.0, 0.0, 0.0, 0.0]","[""缺乏"", ""确凿证据"", ""娱乐圈"", ""马伊"", ""都"", ""公关"", ""网友"", ""随后"", ""连"", ""姚笛"", ""有"", ""做"", ""吗"", ""了"", ""年"", ""相似之处"", ""承认错误"", ""2011"", ""文本"", ""+"", ""高晓松"", ""曝"", ""但""]","[-3e-06, -2e-06, -1e-06, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
121,3643,"[""采取措施"", ""需以"", ""彻底"", ""权威机构"", ""撑得住"", ""之前"", ""免疫"", ""多"", ""真是"", ""发布"", ""干嘛"", ""肺炎""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","["","", ""印度"", ""美国"", ""疫情"", ""人数"", ""沙特阿拉伯"", ""中东地区"", ""巴基斯坦"", ""的"", ""每日"", ""巴西"", ""死亡"", ""俄罗斯"", ""想象"", ""怎么"", ""英国"", ""和"", ""这么""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
122,1315,"[""需"", ""结合"", ""会"", ""如"", ""、"", ""（"", ""局部"", ""判断"", ""要求"", ""查询"", ""）"", ""或"", ""情况"", ""但"", ""可能"", ""具体"", ""变化""]","[1e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""城市"", ""出行"", ""官方"", ""一线"", ""疫情"", ""去"", ""不了"", ""近期"", ""建议"", ""”"", ""背景"", ""上海"", ""说法""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
123,1105,[],[],"[""新西兰"", ""的"", ""法律"", ""规定"", ""，"", ""性"", ""同意"", ""年龄"", ""为"", ""16"", ""岁"", ""任何"", ""与"", ""以下"", ""未成年人"", ""发生"", ""性关系"", ""行为"", ""均"", ""构成"", ""法定"", ""强奸"", ""无论"", ""是否"", ""“"", ""自愿"", ""”"", ""。"", ""11"", ""儿童""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
124,3201,"[""特色"", ""面条"", ""是"", ""传统"", ""指"", ""存在"", ""之一"", ""主食"", ""做法"", ""、"", ""26"", ""或小编"", ""中国"", ""知名"", ""多为"", ""如"", ""收集"", ""炸酱面""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""这"", ""兰州"", ""各地"", ""说法"", ""内容"", ""碗"", ""具体"", ""。"", ""牛肉面"", ""类"", ""，"", ""上""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
125,3393,"[""外交惯例"", ""符合"", ""反恐"", ""建设性"", ""机制"", ""沟通"", ""都"", ""是"", ""讨论"", ""峰会"", ""普京"", ""属于"", ""后"", ""谈""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""。"", ""阿萨德"", ""\"""", ""叙利亚"", ""ISIS"", ""的"", ""月"", ""这次"", ""G20"", ""美俄"", ""巴黎"", ""中东"", ""年"", ""交易"", ""会晤"", ""分钟""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
126,549,"["","", ""保罗"", ""家人"", ""CGI"", ""哭"", ""分道扬镳"", ""激情"", ""最后"", ""。"", ""完成"", ""魔"", ""复原"", ""AI""]","[1e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""不会"", ""假消息"", ""未"", ""体面"", ""基本"", ""明显"", ""造谣"", ""尊重"", ""方式"", ""消费"", ""逻辑"", ""出于"", ""电影吧"", ""？"", ""别用"", ""做成"", ""属于""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
127,2914,"[""。"", ""解读"", ""和"", ""水量"", ""机制"", ""节奏"", ""是"", ""没想到"", ""放水"", ""真的"", ""看来"", ""为"", ""没""]","[6e-06, 6e-06, 5e-06, 5e-06, 5e-06, 4e-06, 3e-06, 3e-06, 3e-06, 3e-06, 2e-06, 2e-06, 2e-06]","[""安顺市"", ""都"", ""搞"", ""自然景观"", ""修个"", ""为了"", ""考虑"", ""不"", ""这样"", ""瀑布"", ""游客"", ""还有"", ""并非"", ""雨"", ""连"", ""当地"", ""本来""]","[-1e-05, -6e-06, -5e-06, -4e-06, -4e-06, -4e-06, -4e-06, -4e-06, -4e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -3e-06, -2e-06]"
128,5421,"[""粉丝"", ""一直"", ""天后级"", ""状态"", ""期待"", "" "", ""拍"", ""真"", ""生图""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""成都"", ""常见"", ""明星"", ""品牌"", ""眼光"", ""手段"", ""歌手"", ""选对"", ""娱乐圈"", ""活动"", ""综艺节目"", ""商业活动"", ""不愧"", ""著名"", ""站台"", ""，"", ""综合体"", ""于"", ""或"", ""能"", ""营销""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
129,3572,"[""，"", ""具有"", ""反腐"", ""官员"", ""政策"", ""山西"", ""女性"", ""女"", ""省份"", ""省级"", ""问题"", ""够快"", ""这么"", ""集中"", ""多"", ""整治"", ""了"", ""特点"", ""体现"", ""行政区""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","["","", ""的"", ""个"", ""\"""", ""老虎"", ""值得反思"", ""）"", ""干部"", ""打"", ""小时""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
130,119,"[""透明"", ""官方"", ""谣都"", ""什么"", ""月"", ""建议"", ""土"", ""司法机关"", ""主犯"", ""，"", ""歪曲"", ""立冬"", ""。"", ""的""]","[3.3e-05, 2.6e-05, 2e-05, 2e-05, 1.9e-05, 1.9e-05, 1.7e-05, 1.3e-05, 1.3e-05, 1.3e-05, 1.2e-05, 1.2e-05, 1e-05, 9e-06]","[""提及"", "","", ""带"", ""财主"", ""2014"", ""金矿"", ""老家"", ""发生"", ""现场"", ""已经"", ""案件"", ""是"", ""邪教徒"", ""我"", ""判处死刑"", ""又""]","[-3.1e-05, -2.4e-05, -2.3e-05, -2.1e-05, -2.1e-05, -2e-05, -2e-05, -1.8e-05, -1.7e-05, -1.7e-05, -1.6e-05, -1.5e-05, -1.3e-05, -1.3e-05, -1.2e-05, -1.1e-05]"
131,547,"[""需"", ""确定"", ""赔偿"", ""表述"", ""具备"", ""。"", ""法律效力"", ""规定"", ""需由"", ""认定"", ""，""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""麦当劳"", ""食品"", ""网传"", ""未成年人"", ""不"", ""作为"", ""连锁"", ""权益保护法"", ""消费者"", ""企业"", ""安全事故"", ""符合中国"", ""等"", ""安全法"", ""中国"", ""监管部门"", ""保护"", ""\"""", ""调查""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
132,5982,"[""功能"", ""迁移"", ""微软"", ""推出"", ""后"", ""邮件"", ""界面"", ""已"", ""用户"", ""全部"", ""Outlook"", ""服务"", ""可"", ""升级版"", ""免费"", ""整合"", ""但"", ""访问""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""Hotmail"", ""。"", ""收购"", ""转向"", ""的"", ""全球"", ""到"", ""2013"", ""被"", ""."", ""完成"", ""之一""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
133,3979,"[""小米"", ""电视"", ""双"", ""目前"", ""，"", ""推出"", ""电商"", ""如包"", ""库存"", ""产品"", ""是"", ""渠道"", ""音乐会"", ""2S"", ""11"", ""早期"", ""降价"", ""点播"", ""官方"", ""恒大亚冠""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""需注意"", ""*"", ""在"", ""背景"", ""信息"", ""直播"", ""用户"", ""49"", ""英寸"", ""：""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
134,3569,"[""因"", ""认为"", ""没"", ""酬庸"", ""籍"", ""为"", ""”"", ""\n"", ""根本"", ""仍"", ""社会"", ""挑战""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","["","", ""退出"", ""充满"", ""批评"", ""国民党"", ""现"", ""爆案"", ""“"", ""来"", ""副"", ""破坏"", ""在"", ""被"", ""独立性"", ""手法"", ""、"", ""转移"", ""长""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
135,4503,"[""制造"", ""可能"", ""逗得"", ""知识"", ""重"", ""的"", ""女子"", ""戏剧"", ""表述"", ""组合"", ""感情"", ""现实"", ""和"", ""偏向"", ""秒"", ""存在""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""经过"", ""加工"", ""闹"", ""拍"", ""："", ""理智"", ""更"", ""这类"", ""文学创作"", ""是"", ""性格"", ""确实"", ""反差"", ""夸张""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
136,72,"[""因"", ""或"", ""入狱"", ""亲属"", ""年且"", ""小学校长"", ""的"", ""权力"", ""领导人""]","[0.000105, 9.5e-05, 9.5e-05, 9.2e-05, 4.9e-05, 4.2e-05, 3.5e-05, 3.5e-05, 3.3e-05]","[""多党制"", ""生态"", ""较大"", ""不及"", ""相比之下"", ""作为"", ""历史"", ""政商"", ""腐败"", ""多位"", ""影响力"", ""面临"", ""基层"", ""总统"", ""连任"", ""远"", ""风险"", ""属于"", ""高"", ""，"", ""实行""]","[-0.000177, -0.000173, -0.000155, -0.00015, -0.000131, -0.000126, -0.000126, -0.000115, -0.000114, -9.7e-05, -9.5e-05, -8.7e-05, -8.5e-05, -8.1e-05, -8.1e-05, -7.3e-05, -6.1e-05, -6.1e-05, -6.1e-05, -4.7e-05, -4.5e-05]"
137,5994,"[""武汉"", ""具有"", ""配套"", ""稀缺性"", ""平时"", ""封闭"", ""过"", ""确实"", ""有点"", ""周边"", ""是不是"", ""停机坪"", ""还有"", ""地理位置"", ""物资"", ""私密性""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""核实"", ""需要"", ""8000"", ""和"", ""价格"", ""接近"", ""别墅"", ""汤逊湖"", ""即贵"", ""这里"", ""别墅区"", ""数千万"", ""买"", ""不过""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
138,4707,"[""”"", ""犯罪"", ""事件"", ""需"", ""背景"", ""恶势力"", ""长期"", ""烧伤"", ""面临"", ""指控""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""法律法规"", ""医生"", ""组织"", ""关于"", ""通过"", ""法律制裁"", ""纠纷"", ""\n"", ""专项斗争"", ""其"", ""解决"", ""应"", ""网络"", ""真伪"", ""医患"", ""开展"", ""的"", ""社会秩序"", ""医疗"", ""超人""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
139,4369,"[""穆雷"", ""。"", ""他们"", ""，"", ""法国"", ""ATP250"", ""期待"", ""英国"", ""蒙彼利埃"", ""下滑"", ""赢得"", ""在"", ""特"", ""阿古"", ""他"", ""但"", ""高斯"", ""吸引"", ""很"", ""冠军""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""需要"", ""会"", ""较强"", ""合情合理"", ""可信度"", ""运动员"", ""增加"", ""是"", ""也"", ""伤病""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
140,3639,"[""口罩"", ""查获"", ""频发"", ""上海海关"", ""问题"", ""新闻"", ""知名"", ""疫情"", ""有假"", ""听说"", ""标签"", ""之前"", ""市场"", ""，"", ""期间"", ""购买"", ""广泛""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","["","", ""真伪"", ""3M"", ""和"", ""漂亮"", ""擦亮眼睛"", ""可"", ""一定"", ""害人不浅"", ""假货"", ""。"", ""因"", ""严惩""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
141,288,"[""的"", ""旨在"", ""确保"", ""共同"", ""和""]","[0.000127, 0.000114, 0.000111, 9.3e-05, 5.7e-05]","[""广播电视"", ""行业"", ""群众"", ""广电"", ""不"", ""网络"", ""良好"", ""文化"", ""出台"", ""版权保护"", ""理性"", ""近年来"", ""健康"", ""环境"", ""传播"", ""一直"", ""提升"", ""政策"", ""视听"", ""符合国家"", ""质量"", ""总局"", ""一系列"", ""秩序"", ""维护""]","[-0.000309, -0.000301, -0.000232, -0.000222, -0.000203, -0.000196, -0.000186, -0.000169, -0.000166, -0.00016, -0.000156, -0.000151, -0.000145, -0.00014, -0.000134, -0.00012, -0.000115, -0.000113, -0.000102, -9.9e-05, -9e-05, -9e-05, -8.5e-05, -7.7e-05, -6.3e-05]"
142,3986,"[""常见"", ""闻名"", ""市民"", ""表示"", ""建设"", ""级"", ""了"", ""美团"", ""过"", ""领域"", ""提前"", ""区"", ""旅游"", ""去年"", ""身份证"", ""？"", ""推出"", ""调整"", ""家人""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","["","", ""需注意"", ""每年"", ""。"", ""震撼"", ""和"", ""记得"", ""号"", ""通过"", ""票量"", ""带""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
143,1962,"[""标注"", ""需以"", ""或"", ""具体"", ""日期"", ""指挥部"", ""安排"", ""政策"", ""（"", ""调整"", ""需"", ""学校"", ""未"", ""遵循"", ""任何"", ""防控"", ""常见"", ""清零""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""公共"", ""低"", ""网传"", ""可信度"", ""疫情"", ""目前"", ""事件"", ""交通"", ""新闻"", ""是"", ""）"", ""政府""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
144,4234,"[""手机"", ""提醒"", ""地铁"", ""宣传"", ""警示"", ""引发"", ""开展"", ""了"", ""多地"", ""使用"", ""昨天"", ""出台"", ""现象"", ""安全"", ""区"", ""智能手机"", ""，""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","["","", ""反思"", ""过度"", ""\"""", ""人生"", ""的"", ""比命"", ""该校"", ""在"", ""确实"", ""数字"", ""年度"", ""随着""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
145,17,"[""这"", ""确保"", ""更加""]","[0.0, 0.0, 0.0]","[""公众"", ""发布"", ""有害信息"", ""中国政府"", ""公开"", ""传播"", ""健康"", ""管理网络"", ""环境"", ""，"", ""党和政府"", ""网络"", ""社会主义"", ""网络空间"", ""保护"", ""价值观"", ""我们"", ""清朗"", ""公民"", ""有益"", ""国家"", ""信息"", ""贯彻执行"", ""致力于"", ""和谐"", ""社会秩序"", ""下""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
146,3023,"[""失联"", ""失联后"", ""均"", ""等"", ""官方"", ""飞机"", ""原因"", ""共有"", ""得到"", ""过"", ""机械故障"", ""未找到"", ""残骸"", ""猜测"", ""也""]","[0.004464, 0.004211, 0.00411, 0.003744, 0.003564, 0.002258, 0.001999, 0.001928, 0.00158, 0.001519, 0.001511, 0.001496, 0.001466, 0.001437, 0.001321]","[""MH370"", ""。"", ""，"", ""未"", ""国"", ""活动"", ""是"", ""马来西亚"", ""从"", ""恐怖袭击"", ""否认"", ""飞行员"", ""飞往"", ""包括"", ""击落""]","[-0.007609, -0.005306, -0.004116, -0.003261, -0.002818, -0.002661, -0.002273, -0.002071, -0.002024, -0.001865, -0.001714, -0.001596, -0.001566, -0.001389, -0.001298]"
147,5115,"["","", ""后续"", ""详细"", ""要"", ""确凿证据"", ""实锤"", ""职能"", ""司法程序""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""反腐"", ""近年来"", ""多名"", ""都"", ""严格"", ""不少"", ""违纪"", ""形成"", ""了"", ""不是"", ""\n"", ""中国"", ""装备"", ""负责"", ""内容"", ""查处"", ""连"", ""通报"", ""，"", ""重要"", ""年军"", ""更""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
148,112,"[""公众"", ""需"", ""冰桶"", ""认识"", ""大量"", ""捐款"", ""人物"", ""将"", ""资金"", ""风靡"", ""参与者"", ""名人"", ""活动"", ""参与"", ""。"", ""自己"", ""冰水"", ""了""]","[0.000139, 7.9e-05, 7.4e-05, 5.4e-05, 3.1e-05, 3e-05, 2.8e-05, 2.8e-05, 2.5e-05, 2.5e-05, 2.4e-05, 2.4e-05, 2.2e-05, 1.7e-05, 1.7e-05, 1.7e-05, 1.7e-05, 1.5e-05]","[""ALS"", ""挑战"", ""，"", ""和"", ""全球"", ""慈善"", ""侧索"", ""在"", ""用于"", ""2014"", ""筹集"", ""旨在""]","[-0.000139, -8.9e-05, -6.5e-05, -5.7e-05, -5.6e-05, -4.1e-05, -3.7e-05, -2.7e-05, -2.6e-05, -2e-05, -1.9e-05, -1.8e-05]"
149,1808,"[""中国男足"", ""无"", ""有"", ""文化交流"", ""公开"", ""上"", ""和平"", ""活动"", ""备受"", ""一直"", ""运动"", ""关注"", ""国际"", ""足球"", ""并"", ""但"", ""表现"", ""具体"", ""相关"", ""推动"", ""赛场"", ""促进""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""的"", ""证据"", ""通过"", ""或"", ""其"", ""到"", ""贡献"", ""全球性""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
150,4943,"[""或"", ""。"", ""可能"", ""应"", ""救援"", ""情况"", ""人员"", ""若"", ""范畴"", ""处罚法"", ""在""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""违反"", ""公共服务"", ""治安管理"", ""中华人民共和国"", ""涉嫌"", ""面临"", ""中国"", ""违法"", ""遗体"", ""专业"", ""警方"", ""队伍"", ""行为"", ""属于"", ""相关"", ""负责"", ""不"", ""打捞"", ""收取""]","[-1e-06, -1e-06, -1e-06, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
151,2338,"[""应该"", ""证实"", ""核实"", ""不信谣"", ""并"", ""各级""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""网络"", ""我们"", ""环境"", ""良好"", ""对"", ""国家"", ""人民"", ""中国政府"", ""传播"", ""高度重视"", ""不"", ""严格遵守"", ""措施"", ""都"", ""法律法规"", ""一个"", ""政府"", ""部门"", ""法治"", ""妥善处理"", ""进行"", ""呼吁"", ""，"", ""网民""]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
